,title,link,channel,views,length
0,Turns out LLMs don't memorize that much ,https://youtu.be/Dij_3hwpMx8,Tunadorable,371 ,31:05
1,RAG for a medical company: the technical and product challenges [PyCon DE &amp; PyData Berlin 2024] ,https://youtu.be/InyinN_hHhA,PyData,118 ,31:05
2,The Future of RAG is Data Singularity ,https://youtu.be/gABTsYC1SEg,AI User Group,14 ,42:57
3,Day 1 - Project Introduction &amp; Setup | MLOPs Production Ready Deep Learning Project ,https://youtu.be/oLQQfL3pUDc,DSwithBappy,242 ,42:57
4,NotebookLM now supports chatting with YouTube videos ,https://youtu.be/j4IxM3_g2Jc,Elvis Saravia,86 ,19:54
5,Transforming API Output Quality with Assertions // Vikram Rangnekar // MLOps Podcast #259 clip ,https://youtu.be/1M31coNvPwA,MLOps.community,8 ,19:54
6,Essential Practices for Generative AI Security and Beyond ,https://youtu.be/DBepvfZSfX0,MLSecOps,24 ,1:15:50
7,Watch Your Steps: Observable and Modular Chains of Thought ,https://youtu.be/kl91_1_lNiY,Arxiv Papers,49 ,1:15:50
8,RAPTOR: Recursive Abstractive Processing for Tree-Organized Retrieval (Paper Summary) ,https://youtu.be/bg0WX7Ewe6I,TechViz - The Data Science Guy,102 ,8:02
9,VectorVelocity - A Tool to Compare AI Models Inference Speeds - Install Locally ,https://youtu.be/pFP-j651S1A,Fahd Mirza,157 ,8:02
10,Matt and Ryan have a chat ,https://youtu.be/CzjeJhTSzto,Matt Williams,312 ,2:36
11,NEW ,https://youtu.be/7PAmcNFNXvU,Discover AI,904 ,2:36
12,End-to-End Machine Learning Project –&nbsp;AI- MLOps ,https://youtu.be/o6vbe5G7xNo,freeCodeCamp.org,33000,53:25
13,AI For Developers #18 ,https://youtu.be/c-zQhAmGp_k,AI User Group,69 ,53:25
14,Flow Judge - Best LLM as Judge On Custom Criteria - Install Locally ,https://youtu.be/mNFgGS7U6V4,Fahd Mirza,193 ,30:06
15,Everything you need to know about Fine-tuning and Merging LLMs: Maxime Labonne ,https://youtu.be/uLrOI65XbDw,AI Engineer,2700,30:06
16,How to embrace your Leadership role as a Data Nerd (or other creative types) ,https://youtu.be/iQ3bDVmIR6A,PyData,309 ,10:26
17,Distillation of Transformer Models ,https://youtu.be/tf60owmwR-c,Trelis Research,712 ,10:26
18,Global Feature Store // Gottam Sai Bharath &amp; Cole Bailey // MLOps Podcast #263 ,https://youtu.be/c9L8vAvCUyA,MLOps.community,87 ,8:10
19,The 4 Essential Technical Skills for Data Scientists ,https://youtu.be/_XTkOe_cdp0,Super Data Science: ML &amp; AI Podcast with Jon Krohn,99 ,8:10
20,Agentic RAG Explained - Build Your Own AI Agent System from scratch! (Step-,https://youtu.be/LzG_Vkd30Kg,TwoSetAI,2300,1:05:46
21,MultiModal Llama 3.2 has ARRIVED!!! ,https://youtu.be/UgrVAkxEC7U,1littlecoder,10000,1:05:46
22,Inneke presents: LLMOps Pipeline for Seamless Migration from Service LLMs to Small-Scale Local LLMs ,https://youtu.be/26XT9JtWgAk,nPlan,19 ,14:55
23,Contextual RAG is stupidly brilliant! ,https://youtu.be/42Da0O9zkhc,1littlecoder,11000,14:55
24,Code Generation in 2024: How AI Will Take Your Job…to the Next Level! • Julien Dubois • GOTO 2024 ,https://youtu.be/tn6nkZP1iSY,GOTO Conferences,1300,2:48:13
25,LLM Mastery in 30 Days: Day 0 Prerequisites Part1- NLP Basics to ML For NLP ,https://youtu.be/-hzrieqPYI4,Neural Hacks with Vasanth,1800,2:48:13
26,RAG - Explained! ,https://youtu.be/WLmsncGSjJ8,CodeEmporium,1300,1:13:35
27,Why Chain-of-Thought Isn't Enough &amp; Google's SCoRe Method Explained ,https://youtu.be/KVhbZYjPfaI,Discover AI,3700,1:13:35
28,LLM Scientific Reasoning: How to Make AI Capable of Nobel Prize Discoveries: Hubert Misztela ,https://youtu.be/gbM7k3NauNI,AI Engineer,1900,10:44
29,The Best RAG Technique Yet? Anthropic’s Contextual Retrieval Explained! ,https://youtu.be/tmiBae2goJM,Prompt Engineering,41000,10:44
