,title,link,channel,views,length
0,Butterfly Effects Cripple AI Agents. Here's the Fix. ,https://youtu.be/IZ4zXI0r1Qk,Super Data Science: ML &amp; AI Podcast with Jon Krohn,71 ,8:33
1,Using Stanford DSPy Framework To Train A LLM Model To Reason ,https://youtu.be/CzmvSatXKG4,Richard Aragon,654 ,8:33
2,Finding the Right Embedding Model for Your AI Application with Sentrev ,https://youtu.be/ZUIAmtribPo,Qdrant - Vector Database &amp; Search Engine,25 ,18:51
3,API Security Fundamentals – Course for Beginners ,https://youtu.be/R-4_DbV1Su4,freeCodeCamp.org,11000,18:51
4,Mistral Small 3 - The NEW Mini Model Killer ,https://youtu.be/nCXTdcggwkM,Sam Witteveen,12000,1:13:49
5,DPO to TPO: Test-Time Preference Optimization (RL) ,https://youtu.be/gLKzDdkIV60,Discover AI,1200,1:13:49
6,Aaron Levie- CEO of Box- on Box AI- Enterprise Enthusiasm- and the Evolution of SaaS ,https://youtu.be/YAHXJ-cPw6E,Cognitive Revolution &quot;How AI Changes Everything&quot;,489 ,1:49:04
7,Qwen-2.5 Max: NEW Opensource LLM BEATS Deepseek-v3 &amp; R1? (Tested) ,https://youtu.be/inzLBPmazqs,WorldofAI,16000,1:49:04
8,DeepSeek explained - The AI side project that did the IMPOSSIBLE ,https://youtu.be/JdtgoR2YO28,AI Search,46000,9:24
9,Humanity's Last Exam - New Multimodal Benchmark for LLMs ,https://youtu.be/BxWRLRm4N1o,Fahd Mirza,257 ,9:24
10,Anthropic Claude's Citations - A Hands-on Demo ,https://youtu.be/piCAuOk5Jvk,Fahd Mirza,245 ,14:10
11,What is Cache Augmented Generation (CAG) - CAG vs RAG ,https://youtu.be/Z-rEACwLIqE,What's AI by Louis-François Bouchard,1000,14:10
12,A Slightly Technical Breakdown of DeepSeek-R1 ,https://youtu.be/CiS9gDfYZ-w,bycloud,96000,56:08
13,Deepseek R1 Censorship vs ChatGPT !!! ,https://youtu.be/WVo01K6hVVs,1littlecoder,2300,56:08
14,Separating DeepSeek Hype and Hyperbole ,https://youtu.be/txSclUeYz3Q,The AI Daily Brief: Artificial Intelligence News,6300,11:55
15,Forget Deepseek- Here's another MAX Release from China! ,https://youtu.be/RMpeP4yg90g,1littlecoder,25000,11:55
16,FUSION: Knowledge GRAPHS are more than TOOLS for LLM ,https://youtu.be/LFWV0jLN3iY,Discover AI,3300,25:40
17,DeepSeek Janus-Pro: DeepSeek's Revolution in Multimodal AI? ,https://youtu.be/RQ-0LkpUNro,AI Papers Academy,5900,25:40
18,Kernels: High Performance Building Blocks for AI ,https://youtu.be/QpxDEPXPZfI,Together AI,356 ,6:05
19,Training large language models to reason in a continuous latent space – COCONUT Paper explained ,https://youtu.be/mhKC3Avqy2E,AI Coffee Break with Letitia,6600,6:05
20,Unstract: AI Document Parser: Revolutionise Complex PDF Data Extraction! + Free LLM Token Calculator ,https://youtu.be/Qh6HOwq4coU,WorldofAI,6700,9:44
21,Prompt Engineering Techniques Explained: A Practical Guide ,https://youtu.be/A-K3S-koHAA,Snorkel AI,246 ,9:44
22,GraphRAG: Knowledge Graphs for AI Applications with Kirk Marple - 681 ,https://youtu.be/v4sAeY06ngs,The TWIML AI Podcast with Sam Charrington,5100,10:44
23,How To Evaluate AI Agents  ? | Open Source ,https://youtu.be/5OtshwFrCpY,MG,119 ,10:44
24,Qwen2.5-1M and Qwen2.5 VL have been released! ,https://youtu.be/gYRPd7uc8aE,Elvis Saravia,4300,11:38
25,#240 DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via RL ,https://youtu.be/HOcEkB34Ync,Data Science Gems,454 ,11:38
26,LLM Benchmarking: Evaluating Quality- Speed- and Cost ,https://youtu.be/8D3BveLHiQE,sam_mk87,131 ,12:47
27,AI Careers Insights from Ex Meta Staff Eng // Ilya Reznik // Podcast #286 ,https://youtu.be/YimHT3UfAQ4,MLOps.community,235 ,12:47
28,Kimi k1.5 : Best Multi Modal LLM beats OpenAI-o1- DeepSeek ,https://youtu.be/xA3NU8aHNHE,Data Science in your pocket,2300,15:21
29,How to Boost RAG Accuracy with SmolAgents &amp; BM25 ,https://youtu.be/2NQzCbPvUMs,Trelis Research,1200,15:21
30,Write Your Own AI Agent with Monte Carlo Tree Search ,https://youtu.be/Wqyc2NjOdRo,Chris Hay,1800,13:36
31,The Incredible Physics Behind AI Images: How DALL-E- Imagen- and MidJourney Work ,https://youtu.be/WkLadFimfcE,CompuFlair,20000,13:36
32,DeepSeek R1 vs O1: Which REASONING MODEL Reigns Supreme? ,https://youtu.be/HmLwauGUepo,Chris Hay,2900,38:41
33,Charlie Snell- UC Berkeley. Title: Scaling LLM Test-Time Compute ,https://youtu.be/OXwGp9YeuBg,AI4All,4600,38:41
34,DeepSeek R1 Coldstart: How to TRAIN a 1.5B Model to REASON ,https://youtu.be/Pabqg33sUrg,Chris Hay,30000,9:01
