,title,link,channel,views,length
0,Using Vector Databases for Multimodal Embeddings and Search - Zain Hasan - NDC London 2024 ,https://youtu.be/2O81YU_VHDc,NDC Conferences,2800,57:21
1,LLM and Vector Databases: Concepts- Architectures- and Examples - Sam Partee ,https://youtu.be/zEX3xVxSqqM,Optimized AI Conference,749 ,57:21
2,Index 2024 Talk: Vector Search and the FAISS Library ,https://youtu.be/jIn2ElPSyUc,Rockset,1200,23:29
3,Vector Database: A Must-Know Guide ,https://youtu.be/TPYBYSyDRH4,ByteMonk,2100,23:29
4,Build your own Vector Store from Scratch: Vector Store/DB 101 ,https://youtu.be/9fScWrfmICc,AI Anytime,10000,30:56
5,Optimizing Vector Databases With Indexing Strategies ,https://youtu.be/gM_7DbppaaI,neptune_ai,741 ,30:56
6,OpenAI CLIP model explained ,https://youtu.be/jXD6O93Ptks,Machine Learning Studio,6100,5:48
7,OpenAI CLIP: ConnectingText and Images (Paper Explained) ,https://youtu.be/T9XSU0pKX2E,Yannic Kilcher,138000,5:48
8,Local Retrieval Augmented Generation (RAG) from Scratch (step ,https://youtu.be/qN_2fnOPY-M,Daniel Bourke,134000,52:52
9,The Single TOP AI Agent Library for 2025 You Need to Know ,https://youtu.be/eNEYy0BDfsM,TwoSetAI,103 ,52:52
10,On-Prem #agents with LangGraph Platform ,https://youtu.be/hOFCP4xG1I8,AI Makerspace,334 ,7:35
11,Byte Latent Transformer: Patches Scale Better Than Tokens ,https://youtu.be/NzMDCXT5ZcE,Gabriel Mongaras,358 ,7:35
12,Goal Oriented Retrieval Agents // Zoe Weil // Agents in Production ,https://youtu.be/cJ_sNYes9CA,MLOps.community,316 ,12:08
13,RAG Evaluation Sucks: Here's a Totally New Way to Do It - e17 RAG Masters ,https://youtu.be/fC6Jybh96Y4,EyeLevel,259 ,12:08
14,Multimodal RAG: A Comprehensive Guide to the Newest AI Approaches and Applications ,https://youtu.be/ZetGV7gtyQw,EyeLevel,552 ,48:07
15,Paco Nathan's Graph Power Hour: Understanding Graph Rag ,https://youtu.be/8HxOWa7myYQ,Senzing,379 ,48:07
16,17 Python Libraries Every AI Engineer Should Know ,https://youtu.be/p4G0coRey9w,Dave Ebbelaar,12000,5:40:59
17,Meta's Game-Changer: Large Concept Model (LCM) is Redefining AI - Sree's AI Mastery on ChatGPT- LLM ,https://youtu.be/D1wnQPJJiEc,TechieTalksAI -  Schogini,603 ,5:40:59
18,View From The Top with Aravind Srinivas- Cofounder and CEO of Perplexity ,https://youtu.be/r1Bi10Xt0fc,Stanford Graduate School of Business,232000,25:48
19,AI Agents Tutorial For Beginners ,https://youtu.be/EUey9L9sgzE,codebasics,35000,25:48
20,LLM Distillation and Compression ,https://youtu.be/PYU1uX5l29c,MLOps.community,147 ,1:04:15
21,Is More Really Better  Delve Into Document Strategy ,https://youtu.be/eEvramjyy-w,MLOps.community,59 ,1:04:15
22,New Video AI ,https://youtu.be/OHy5VithNKc,Discover AI,1500,45:05
23,845: Tech is Our New Religion And It Needs Reformation — with Greg Epstein ,https://youtu.be/JOIZaTxTFjI,Super Data Science: ML &amp; AI Podcast with Jon Krohn,104 ,45:05
24,What are LLM Function Calls ? ,https://youtu.be/Nh6qoBnreBc,New Machina,479 ,25:09
25,Monolithic AI vs Modular AI ,https://youtu.be/5e18nTD1aP8,Discover AI,2000,25:09
26,Mind Blowing Fact  More Docs Boosts Performance! ,https://youtu.be/dYeTlGZ7ltU,MLOps.community,120 ,36:52
27,Writing Detailed Research Reports Using Gemini 1.5 Pro with Deep Research ,https://youtu.be/5RDuLAPOKJ4,Automata Learning Lab,301 ,36:52
28,LLM Few shot In-context Learning V.S. Fine-tuning ,https://youtu.be/3NBp_us1Lww,YanAITalk,129 ,32:48
29,Meta AI Introduces Byte Latent Transformer (BLT): A Tokenizer-Free Model ,https://youtu.be/ffDJb59lFck,Fahd Mirza,746 ,32:48
30,Amateurs CAN do LLM research - but also- critiques are valuable ,https://youtu.be/ffDJb59lFck,Tunadorable,1100,59:54
31,LLM-Based Routing: Connect Directly to APIs with LangChain ,https://youtu.be/1hEI_yIkIl0,Coding Crash Courses,450 ,59:54
32,12-000 Dimensions of Meaning: How I Finally Understood LLM Attention ,https://youtu.be/pXy8drhN-tQ,Bits of Chris,19000,19:57
33,Huge Mistakes ,https://youtu.be/WWs_X6RZqow,Discover AI,2400,19:57
34,Reverse Thinking Makes LLMs Stronger Reasoners ,https://youtu.be/QLFXKZRua5U,Arxiv Papers,164 ,10:40
35,Better RAG with ColBERT : Contextualized late interactions ,https://youtu.be/igrS7a31nN8,Aritra Sen,153 ,10:40
36,Enhanced QwQ 32B: Advancing QwQ Logic &amp; Code (Easy) ,https://youtu.be/sYaPahScDN4,Discover AI,1700,52:10
37,How AI Agents Are Transforming Data Analytics ,https://youtu.be/_MSreb1Jglc,MLOps.community,313 ,52:10
38,The Future of AI: Long-Context RAG ,https://youtu.be/tYgoXQPHtlw,MLOps.community,160 ,25:37
39,AI Agents: The Future of Productivity- or Just a Fad? ,https://youtu.be/YK18P52ab-k,MLOps.community,525 ,25:37
40,RAGLite - Python Toolkit for RAG - Install Locally ,https://youtu.be/mmW_1ok3JW0,Fahd Mirza,1500,49:48
41,Techniques for Optimizing Search in RAG Systems ,https://youtu.be/mEmUN4lgpaU,What's AI by Louis-François Bouchard,497 ,49:48
42,841: AI Vision- Agents and Business Value — with Andrew Ng ,https://youtu.be/tSyDodhNE-A,Super Data Science: ML &amp; AI Podcast with Jon Krohn,10000,15:59
43,Kolmogorov-Arnold Networks (KANs) - What are they and how do they work? ,https://youtu.be/m9ccaNDS-LI,Serrano.Academy,5700,15:59
44,Better Chatbots with Semantic Routes ,https://youtu.be/myFtp5zMv8U,James Briggs,2400,14:55
45,LangGraph Template: Multi-Agent RAG Research ,https://youtu.be/uCVRfRVNRHQ,LangChain,24000,14:55
46,FINALLY- this AI agent actually works! ,https://youtu.be/JLDLANs_m_w,AI Search,202000,1:29:46
47,We’re Using AI Agents at Work (and it’s amazing) ,https://youtu.be/XeWZIzndlY4,MLOps.community,2500,1:29:46
48,The Future of Healthcare: AI is Here ,https://youtu.be/mVo_l9m9R1s,MLOps.community,270 ,7:58
49,How AI Agents Will Change Customer Support ,https://youtu.be/GhJZrq1GycM,MLOps.community,143 ,7:58
50,PydanticAI - The NEW Agent Builder on the Block ,https://youtu.be/xjqKwLgr_ZM,Sam Witteveen,27000,27:08
51,PydanticAI: How To Code New &quot;Safe&quot; AI Agents ,https://youtu.be/UnH7S5044GA,Discover AI,2300,27:08
52,Pydantic AI: Build Production Grade Applications - NEW AI Agent Builder Framework! ,https://youtu.be/P96ShOsv5Ls,WorldofAI,7300,9:47
53,Revolutionize Document Retrieval with THIS Vision Language Model Hack - Session 2 ,https://youtu.be/SSVVYylLiLw,TwoSetAI,15000,9:47
54,[Paper Reading] Differential Transformer ,https://youtu.be/ZWtP7I-NfFI,SupportVectors,67 ,10:26
55,Report mAIstro: Multi-agent research and report writing ,https://youtu.be/i0pHvb7aSaA,LangChain,12000,10:26
56,LlamaParse: Parsing the document using MultiModal LLMs Anthropic and  OpenAI ,https://youtu.be/wSxZ7yFbbas,LlamaIndex,622 ,42:57
57,Building Reliable AI Agents with Predictive ML—No LLMs Required ,https://youtu.be/ueP-C_eTxTg,AI User Group,456 ,42:57
58,Smarter Memory with Semantic Search in LangGraph ,https://youtu.be/vgT8Gp_wsSY,LangChain,4400,5:41
59,How to use Google PaliGemma 2 vision models ,https://youtu.be/HfJ4h380J_U,Data Science in your pocket,445 ,5:41
60,RAGChecker - Tool for For Diagnosing RAG Pipeline - Install Locally ,https://youtu.be/H6JNEVQc0tw,Fahd Mirza,359 ,23:00
61,CEO of Stack Overflow shares Knowledge as a Service ,https://youtu.be/zTlayCrYevE,MLOps.community,151 ,23:00
62,Why Planning is the New Search ,https://youtu.be/rlVKkMqWrFg,MLOps.community,279 ,14:43
63,How to Make AI Agents that ACTUALLY WORK ,https://youtu.be/_U5ovDn50mw,MLOps.community,3200,14:43
64,NVILA: Efficient Frontier Visual Language Models ,https://youtu.be/3y17VO3C8jo,Arxiv Papers,95 ,5:43
65,How to Build an Accuracy Flywheel for your LLM RAG Apps ,https://youtu.be/wnYr3qRIshY,Zilliz,157 ,5:43
66,Efficient Inference and Information Retrieval for AI Agents ,https://youtu.be/IUkFqVbdtBY,Zilliz,285 ,20:47
67,Small Models- Smarter Learning: ICL ,https://youtu.be/mOdw0Nt-bwo,Discover AI,1700,20:47
68,Navigation World Models ,https://youtu.be/G_Z3dhsCbgM,Arxiv Papers,103 ,16:49
69,NEURAL NETWORKS ARE WEIRD! - Neel Nanda (DeepMind) ,https://youtu.be/q_w6mBrgpDo,Machine Learning Street Talk,53000,16:49
70,Multimodal RAG: A Beginner-friendly Guide (with Python Code) ,https://youtu.be/YpFaPKOeNME,Shaw Talebi,2600,13:03
71,Amazon Drops RefChecker - Identify Hallucinations in LLMs - Install Locally ,https://youtu.be/Y7pNmocrmi8,Fahd Mirza,526 ,13:03
72,REPA Representation Alignment for Generation: Training Diffusion Transformers Is Easier Than You ... ,https://youtu.be/ADRACiy05gI,AI Coffee Break with Letitia,2000,17:22
73,Scaling AI Reasoning: MCTS in ICL for Small LM ,https://youtu.be/SiaLtIySypE,Discover AI,2200,17:22
74,mPLUG DocOwl - OCR-Free Document Understanding Model - Install Locally ,https://youtu.be/bSLc-dhn9vg,Fahd Mirza,1700,24:26
75,Transformers Struggle to Learn to Search ,https://youtu.be/sg6xlrX45EA,Arxiv Papers,108 ,24:26
76,Langflow Tutorial: Build No-Code AI Agents and RAGs ,https://youtu.be/8LOT2RQ_L38,Pradip Nichite,1600,49:19
77,Rerank 3.5 - Precise AI Search - Lights Up Your RAG Pipeline ,https://youtu.be/qaEVUhoKS8M,Fahd Mirza,733 ,49:19
78,Multimodal RAG with ColPali for complex document types ,https://youtu.be/zCII1oW0RtM,Aritra Sen,260 ,35:18
79,Unstructured Data Processing with DataChain: Lineage and Reproducibility ,https://youtu.be/pRxjijrygSE,DVCorg,38 ,35:18
80,Hugging Face Cofounder on AI Agents- LLMs and OpenSource ,https://youtu.be/2tJ4zY_M25c,MLOps.community,745 ,14:46
81,How a Purpose-Built Database for Multimodal AI Can Save You Time and Money? ,https://youtu.be/8fw5-Xfk6WQ,AI User Group,80 ,14:46
82,How Vision LLMs Reasoning: Inside LLaVa CoT ,https://youtu.be/0-YGZ1-1Aso,Oxen,193 ,10:31
83,Microsoft TinyTroupe: Create Persona-Based AI Agents ,https://youtu.be/IWKzLayUBdU,AI Anytime,1500,10:31
84,SDS 843: Safe- Fast and Efficient AI — with Protopia’s Dr. Eiman Ebrahimi ,https://youtu.be/38F44Icg0UY,Super Data Science: ML &amp; AI Podcast with Jon Krohn,318 ,23:35
85,New AI Discovery: Phase Transition in Learning (no fine-tuning) ,https://youtu.be/vjk93I5LOQo,Discover AI,11000,23:35
86,Safety Alignment Should be Made More Than Just a Few Tokens Deep (Paper Explained) ,https://youtu.be/f_z-dAQb3vw,Yannic Kilcher,8100,14:20
87,Exploring JSON Mode with LlamaParse ,https://youtu.be/-r0XPC7TLzY,LlamaIndex,542 ,14:20
88,Perfect AI Art Without Writing Prompts ,https://youtu.be/1Qw4zeK2_qU,Matt Wolfe,31000,35:28
89,Build production-ready AI Agents with Qdrant and n8n ,https://youtu.be/0ftKw_fKGvo,Qdrant - Vector Database &amp; Search Engine,2600,35:28
90,VAR (Visual AutoRegressive) Transformers Model - New Way of Generating Images - Install Locally ,https://youtu.be/_BQTnXpuH-E,Fahd Mirza,516 ,5:44
91,AI's Next Frontier // Aditya Naganath // MLOps Podcast #277 ,https://youtu.be/NeqL4SKUyRw,MLOps.community,139 ,5:44
92,Do Anything with Local Agents with AnythingLLM ,https://youtu.be/QWLYi-bAggY,Prompt Engineering,9300,27:00
93,Why Build Enterprise RAG with Postgres? ,https://youtu.be/p82aMGJJLU8,Trelis Research,1400,27:00
94,Maximize Your Productivity with LLMs: Task Utility Explained ,https://youtu.be/FUm8RewMU6s,MLOps.community,173 ,27:37
95,Building Reliable Agents // Eno Reyes ,https://youtu.be/jA6AKow9pvs,MLOps.community,322 ,27:37
96,Building Replit Agent - Hard Lessons Learned ,https://youtu.be/4jCkcNOQPmU,MLOps.community,394 ,24:56
97,Extract SVG charts from PDFs and other complex document formats with LlamaParse ,https://youtu.be/RYde73eO7ok,LlamaIndex,514 ,24:56
98,Best in Class Models to Power Your Image Search! ,https://youtu.be/_U14Rf2bEkk,TwoSetAI,7800,26:19
99,The Kolmogorov-Arnold Theorem ,https://youtu.be/p_dDdJJAR-Y,Serrano.Academy,7000,26:19
100,Gemini 2.0 as an AI Research Assistant! MINDBLOWING ,https://youtu.be/nS2hnm0JRBk,Elvis Saravia,4200,21:45
101,Gemini 2.0 Flash in Action: How Multi-Modal AI is Changing Everything ,https://youtu.be/St1GmajdFLc,Prompt Engineering,6100,21:45
102,ICL and TTT: Adaptive Intelligence for Small LM ,https://youtu.be/M4JMfVZ7LPQ,Discover AI,1700,50:00
103,Vector Databases Explained (vs traditional databases &amp; alternatives) ,https://youtu.be/zmuNud2oBbE,What's AI by Louis-François Bouchard,620 ,50:00
104,Granite Guardian 3.0 8B - Detect Risks in LLM Prompts Responses and RAG Pipelines - Install Locally ,https://youtu.be/TprMWe54kZE,Fahd Mirza,340 ,11:21
105,Build Production-Grade AI Agent Applications with LangGraph and CopilotKit! ,https://youtu.be/n7ttOaj-W7Y,WorldofAI,3900,11:21
106,Guardrails Crash Course for Beginners 🛡️🔥 ,https://youtu.be/lWnSIa6su68,AI Anytime,1000,17:42
107,What is AgenticRAG in Very Simple Words ,https://youtu.be/XbriX2aYgqw,Fahd Mirza,295 ,17:42
108,Mamba vs Attention : Which LLM mechanism is best ? ,https://youtu.be/ff5MzZet6po,Data Science in your pocket,90 ,54:19
109,Build Agentic RAG Chatbot with Camel AI in Free Google Colab ,https://youtu.be/oQ_aUNq0bi4,Fahd Mirza,575 ,54:19
110,Parse only exactly what you need with LlamaParse parsing instructions ,https://youtu.be/WECSryd63Sc,LlamaIndex,479 ,34:45
111,Forest-of-Thoughts: AI Test-Time Compute Reasoning ,https://youtu.be/CtTBPz7qGdM,Discover AI,2300,34:45
112,Amazon Bedrock Model Distillation Demo | Amazon Web Services ,https://youtu.be/4bslHbUH5xc,Amazon Web Services,1000,4:50
113,Mastering data mesh- data products- and GenAI with Slalom | Amazon Web Services ,https://youtu.be/WQUyG34yk3Q,Amazon Web Services,616 ,4:50
114,Exploring SQLmesh ,https://youtu.be/_2Oo7G5tOgQ,MLOps.community,497 ,30:53
