,title,link,channel,views,length
0,Navigating Challenges and Technical Debt in LLMs Deployment: Ahmed Menshawy ,https://youtu.be/IbJ40EwaNlM,AI Engineer,48 ,16:15
1,LLM Safeguards: Security Privacy Compliance Anti Hallucination: Daniel Whitenack ,https://youtu.be/jdeMJJ_oNYg,AI Engineer,14 ,16:15
2,E-Values Evaluating the Values of AI: Sheila Gulati and Nischal Nadhamuni ,https://youtu.be/mpzktdYTcdE,AI Engineer,12 ,34:10
3,Hiring &amp; Building an AI Engineering Team: Dr. Bryan Bischof ,https://youtu.be/IxXMKT2FDRk,AI Engineer,40 ,34:10
4,RAG for VPs of AI: Jerry Liu ,https://youtu.be/KJsUHnwSvTY,AI Engineer,25 ,28:13
5,Real ROI: Lessons from Enterprises that have already succeeded with LLMs at Scale: Raza Habib ,https://youtu.be/khcMErjUB8k,AI Engineer,70 ,28:13
6,Understanding AI Stakes to Break Production Code: Philip Rathle ,https://youtu.be/gWLVu9OGvBg,AI Engineer,8 ,29:07
7,The ROI of AI: Why you need Eval Framework - Beyang Liu ,https://youtu.be/0oTlgBfzNJ0,AI Engineer,108 ,29:07
8,Smarter Reasoning w/o RAG: SOLUTION for Short-Context LLMs ,https://youtu.be/TudddjEzRi8,Discover AI,682 ,26:51
9,Meet KAG: Supercharging RAG Systems with Advanced Reasoning ,https://youtu.be/iG331lI479I,Prompt Engineering,2400,26:51
10,849: 2025 AI and Data Science Predictions — with Sadie St. Lawrence ,https://youtu.be/0BEwcHmcoCg,Super Data Science: ML &amp; AI Podcast with Jon Krohn,88 ,20:01
11,SmallThinker 3B - Small Thinking Model - Install Locally ,https://youtu.be/IUcNoU8dmPQ,Fahd Mirza,643 ,20:01
12,Adaptive Batch Size Schedules for Distributed Training of LLMs with Data and Model Parallelism ,https://youtu.be/p-tIYi8j_Cs,Arxiv Papers,24 ,23:24
13,Matryoshka Representation Learning and Adaptive Semantic Search ,https://youtu.be/IbfdvzPwZTg,UWMadison MLOPT Idea Seminar,890 ,23:24
14,Good,https://youtu.be/NaEf_uiFX6o,Discover AI,12000,25:28
15,Semantic Chunking - 3 Methods for Better RAG ,https://youtu.be/7JS0pqXvha8,James Briggs,16000,25:28
16,Beyond RAG: New Continual Learning of LLM w/ InCA ,https://youtu.be/qPxAlwkDguo,Discover AI,10000,33:32
17,Anthropic Revealed Secrets to Building Powerful Agents ,https://youtu.be/0v7TQIh_kes,Matthew Berman,83000,33:32
18,Evaluation Metrics For Classification - Full Overview ,https://youtu.be/pGPiRRfNsr0,NeuralNine,1900,14:41
19,Meta Byte Latent Transformer: Improved Transformer for LLMs ,https://youtu.be/iWmsYztkdSg,Data Science in your pocket,973 ,14:41
20,Stanford Webinar - Large Language Models Get the Hype- but Compound Systems Are the Future of AI ,https://youtu.be/vRTcE19M-KE,Stanford Online,81000,1:16:01
