,title,link,channel,views,length
0,Chain of Thought vs Chain of Draft: What's the Difference? ,https://youtu.be/Baajldg25ho,Fahd Mirza,46 ,6:18
1,Tülu 3 from AI2: Full open-source fine-tuning recipe for LLMs ,https://youtu.be/P26xOoUuef4,Julia Turc,5600,6:18
2,Beyond Keywords: Hybrid Search with Milvus 2.5 ,https://youtu.be/3bftbAjQF7Q,Zilliz,11 ,13:49
3,Using AI/ML to drive Operational Excellence | The Keys to AWS Optimization | S12 E4 ,https://youtu.be/BK-wcgwIc28,AWS Events,346 ,13:49
4,How I use LLMs ,https://youtu.be/TBv-0XkX0gU,Data Science in your pocket,73 ,21:41
5,Challenges in Training Biomedical LLMs ,https://youtu.be/4zGIRsnrTk8,neptune_ai,7 ,21:41
6,TTKBootstrap: Easiest Way To Build Modern GUIs in Python ,https://youtu.be/aAk3ORDr63U,NeuralNine,4900,59:23
7,Diffusion LLMs Are Here! Is This the End of Transformers? ,https://youtu.be/0B9EMddwlOQ,Prompt Engineering,41000,59:23
8,Mastering the Loop Component &amp; Agentic RAG in Langflow ,https://youtu.be/9Wx7WODSKTo,Langflow,373 ,29:30
9,Advanced RAG with LlamaIndex - Metadata Extraction [2025] ,https://youtu.be/yzPQaNhuVGU,Alejandro AO - Software &amp; Ai,1700,29:30
10,Gemini 2.0 Flash and Flash Thinking: the new SOTA models for the agentic era ,https://youtu.be/2tY497ObfpY,Latent Space,556 ,2:10
11,Talk to Your Data: The SQL Data Analyst ,https://youtu.be/hwgoNmyCGhQ,MLOps.community,114 ,2:10
12,Agentic Document Extraction | Intelligent Document Understanding with Visual Context ,https://youtu.be/Yrj3xqh3k6Y,LandingAI,4800,13:01
13,Basics of Large Language Models   transformers to LLMs ,https://youtu.be/q1CGAO8AzRo,European Bioinformatics Institute - EMBL-EBI,319 ,13:01
14,Multi Agent Security Tax: Two Agents Are Less Secure Than One ,https://youtu.be/5PyY7xtDya8,Richard Aragon,67 ,9:27
15,LLM + Knowledge Graph + GNN = TRUTH ,https://youtu.be/fpFA0AOfBYI,Discover AI,2200,9:27
16,Memory Management in LLMs and Agents ,https://youtu.be/-sRvcGURDbQ,Trelis Research,1300,14:22
17,The Future of AI: Building Multi-Agent Systems ,https://youtu.be/AQogSJu1TdQ,MLOps.community,331 ,14:22
18,Graphs aren't just for specialists anymore. They are one import away ,https://youtu.be/2-VNAxTSLco,How AI Is Built,43 ,52:24
19,01: Introduction to LLM Engineering- [Session 1 of Full Course- LLM Engineering Cohort 3] ,https://youtu.be/xgcPRrq6NBw,AI Makerspace,1900,52:24
20,LangChain Mastery in 2025 | Full 5 Hour Course ,https://youtu.be/Cyv-dgv80kE,James Briggs,59 ,28:21
21,When to Fine-Tune AI Models: A Practical Guide ,https://youtu.be/b6Nhwurzb14,MLOps.community,225 ,28:21
22,Logic Encoding: Creating Embeddings For Logical And Arithmetic Functions ,https://youtu.be/OtKXGxrGTKs,Richard Aragon,185 ,53:57
23,Is AI making Software Developers Dumb ? ,https://youtu.be/W5ohdG7fxMs,Data Science in your pocket,10000,53:57
24,This Diffusion LLM Breaks the AI Rules- Yet Works! ,https://youtu.be/HJPkas_f8pM,1littlecoder,146 ,2:46
25,Agent Experience with Matt Biilmann- Sebastian Witalec- and Charles Pierse - Weaviate Podcast #116! ,https://youtu.be/MAE3I8O_w84,Weaviate • Vector Database,203000,2:46
27,Tips for building AI agents ,https://youtu.be/LP5OCa20Zpg,Anthropic,5700,53:34
28,Graph RAG Evolved: PathRAG (Relational Reasoning Paths) ,https://youtu.be/oetP9uksUwM,Discover AI,147 ,8:44
29,GPU Architecture Basics | Triton GPU Kernels 101 Lesson #2 ,https://youtu.be/JD5V8qInVOs,Tunadorable,14000,8:44
30,How to Use Cursor Agent and Supabase to Maximize Productivity! ,https://youtu.be/6eUL1Wo9ZRc,Supabase,56 ,30:03
31,Peter Tong - MetaMorph: Multimodal Understanding and Generation via Instruction Tuning ,https://youtu.be/EM7XLr5878k,Cohere,16000,30:03
32,The latest LLM research shows how they are getting SMARTER and FASTER. ,https://youtu.be/_Y3BfN9v3sA,Gaurav Sen,4300,48:46
33,This Genius AI Trick Just Hacked LLM Rankings!!! ,https://youtu.be/qh72fKz4tvQ,1littlecoder,875 ,48:46
34,Cursor: An AI Engineer’s Guide to Vibe Coding and Beyond ,https://youtu.be/RNIFvvvETM4,AI Makerspace,1500,17:30
35,Build an AI that Extracts- Summarizes &amp; Chats with Any Website! 🤖 ,https://youtu.be/5wJsW9LGgr8,AI Anytime,852 ,17:30
36,Optimizing a Prompt for Production • Mike Taylor • GOTO 2024 ,https://youtu.be/W-JX9j8idpQ,GOTO Conferences,466 ,1:03:35
37,Built Infinite Dynamic Memory for AI Agents | LangMem SDK !! ,https://youtu.be/x7BGE9h5_v4,MG,8500,1:03:35
38,Better than AutoGen &amp; LangChain: OctoTools (Stanford AI) ,https://youtu.be/4828sGfx7dk,Discover AI,59 ,8:30
39,Learnings From Teams Training Large-Scale Models: Monitoring at Hyperscale ,https://youtu.be/0MKuBJiNIf4,neptune_ai,597 ,4:46:47
40,Removing The Need For Attention Entirely Using Hypervectors and Swarm Algorithms ,https://youtu.be/7sb92EkjyBA,Richard Aragon,113000,4:46:47
41,How Google's &quot;Transformer 2.0&quot; Might Be The AI Breakthrough We Need ,https://youtu.be/UMkCmOTX5Ow,bycloud,1100,2:25
42,Observer Pattern Meets RAG: Creating Adaptive Vector Stores ,https://youtu.be/2w6WpbWNdLw,Coding Crash Courses,1300,2:25
43,DeepSeek FlashMLA : DeepSeek opensource week ,https://youtu.be/OVgNKReLcBk,Data Science in your pocket,8900,15:49
44,A (Data) Entrepreneur's Guide to LLMs | TDE Workshop ,https://youtu.be/nq6Td5aUZpE,The Data Entrepreneurs,512 ,15:49
