,title,link,channel,views,length
0,What is Reflection Tuning for LLMs ? ,https://youtu.be/I1JTytW56Y4,Data Science in your pocket,143 ,5:13
1,What's going on with &quot;world’s top open-source AI model&quot;??!!! ,https://youtu.be/CpRKBF2Q0IU,1littlecoder,4800,5:13
2,5 Good Python Practices ,https://youtu.be/plXuoYYFS-Y,Indently,4900,20:38
3,Azure AI Engineer Associate Certification (AI-102) – Full Course to PASS the Exam ,https://youtu.be/scJ4mobwjBQ,freeCodeCamp.org,12000,20:38
4,Prompt Engineering 101: Power Platform Edition ,https://youtu.be/QMfrb3726Yo,Microsoft Reactor,330 ,23:05
5,Judging LLMs: Alex Volkov ,https://youtu.be/IIL2tE4n1Q0,AI Engineer,257 ,23:05
6,Advanced NumPy Course - Vectorization- Masking- Broadcasting &amp; More ,https://youtu.be/pQt8yQuPOGo,NeuralNine,1500,13:52:37
7,Auto-Retrieval with LlamaCloud - Advanced RAG - Step-,https://youtu.be/RK0MN_d6mzk,Fahd Mirza,101 ,13:52:37
8,This AI Voice Agent can run your Customer Support!!! 💥 Create your Custom Voice Cloned AI Agent 💥 ,https://youtu.be/RK0MN_d6mzk,1littlecoder,979 ,55:50
9,NEW &quot;Harmonized&quot; Chain of Thought (CoT) Complexity ,https://youtu.be/7jNyjH5NIeE,code_your_own_AI,357 ,55:50
10,RAG Overview ,https://youtu.be/uVnYle95T0c,Microsoft Reactor,1700,18:39
11,Why is AI so bad at multiplication? ,https://youtu.be/kjyHo7byP1s,Tunadorable,479 ,18:39
12,Prefect - Workflow Orchestration Framework for Building Data Pipelines - Install Locally ,https://youtu.be/xR-CxiCkzsE,Fahd Mirza,1000,49:34
13,alphaXiv - A platform to discuss AI papers ,https://youtu.be/47v7DcV94tQ,Elvis Saravia,820 ,49:34
14,Empowering Agents with LLMs ,https://youtu.be/2YSOPncByt4,AI User Group,1900,13:36
15,Crawl4AI: The Ultimate Web Scraping Tool for AI🚀 ,https://youtu.be/nfgAVaoa7D4,AI Anytime,4800,13:36
16,REFLECTION 70B: What Happened? (#1 on HuggingFace) ,https://youtu.be/lpOb1bQO7aM,code_your_own_AI,73 ,9:37
17,In Defense of RAG in the Era of Long-Context Language Models ,https://youtu.be/HNT2Cod2UfU,Arxiv Papers,84 ,9:37
18,xLAM: A Family of Large Action Models to Empower AI Agent Systems ,https://youtu.be/ryVQHNwkfD4,Arxiv Papers,1000,22:43
19,Fine Tune Qwen2 VL Model using Llama Factory ,https://youtu.be/S5xawcpSJGI,AI Anytime,2600,22:43
20,10 New AI Models You shouldn't miss! ,https://youtu.be/5IqkZ_yms4k,1littlecoder,1600,9:30
21,The Tomorrow Machine: Multiple AI Futures ,https://youtu.be/A5HGs8jX-mc,code_your_own_AI,60 ,32:02
22,The AdEMAMix Optimizer: Better- Faster- Older ,https://youtu.be/W5t7HKLUpjM,Arxiv Papers,70 ,32:02
23,Machado &amp; Meynard - DDataflow: An open-source end to end testing from machine learning pipelines ,https://youtu.be/0kd9at_rjII,PyData,50 ,9:39
24,Dean Pleban - Customizing and Evaluating LLMs- an Ops Perspective | PyData Global 2023 ,https://youtu.be/5M86NovlGnE,PyData,123 ,9:39
25,Guillaume Lemaitre - Get the best from your scikit-learn classifier | PyData Global 2023 ,https://youtu.be/WA1uPZ2h490,PyData,55 ,10:30
26,Elijah ben Izzy &amp; Stefan Krawczyk - Bridging Classic ML Pipelines with the World of LLMs ,https://youtu.be/Po7PRIBjRoQ,PyData,115 ,10:30
27,Hugo Bowne-Anderson - Full-stack Machine Learning and Generative AI for Data Scientists ,https://youtu.be/a5mPqmNhKQA,PyData,540 ,20:45
28,Matt Harrison - An Introduction to Pandas 2- Polars- and DuckDB | PyData Global 2023 ,https://youtu.be/SOSKgxKCi2E,PyData,96 ,20:45
29,Ramona Sartipi - When Design Thinking Meets Opensource | PyData Global 2023 ,https://youtu.be/h03Gdr8pqyY,PyData,264 ,10:06
30,Pattaniyil- Ravi- &amp; Zengin - Using LLMs to improve your Search Engine | PyData Global 2023 ,https://youtu.be/9W6sq8g-0Ho,PyData,363 ,10:06
31,Heidrich- Kiraly- &amp; Ray - sktime - python toolbox for time series | PyData Global 2023 ,https://youtu.be/CyDplDZMsVA,PyData,602 ,16:11
32,Olivier Grisel - Predictive survival analysis with scikit-learn- scikit-survival and lifelines ,https://youtu.be/_WNLjqrBaBY,PyData,79 ,16:11
33,Challenges in Structured Document Data Extraction at Scale with LLMs ,https://youtu.be/gke0hNQMdT8,Zilliz,20 ,7:33
34,MLSecOps Connect: Ask the Experts | ML Model Security - Is Your AI Protected? ,https://youtu.be/4ta842VAyIM,MLSecOps,68 ,7:33
35,LLM inference optimization: Architecture- KV cache and Flash attention ,https://youtu.be/8OsPJXyGTjE,YanAITalk,96 ,18:00
36,Attention Heads of Large Language Models: A Survey ,https://youtu.be/jk2FsJxZFo8,Arxiv Papers,4900,18:00
37,Best Practices for Building Production RAG - Part 1 ,https://youtu.be/QyM4ttPLDLE,TwoSetAI,45 ,28:57
38,MMMU-Pro: A More Robust Multi-discipline Multimodal Understanding Benchmark ,https://youtu.be/ZNcxMLBEydA,Arxiv Papers,2200,28:57
39,Stanford Webinar - AI in the Workplace: Rethinking Skill Development ,https://youtu.be/zUEYB8GXLJo,Stanford Online,48 ,8:04
40,Sean Sheng - Productionizing Open Source LLMs | PyData Global 2023 ,https://youtu.be/U4QWzTPg1gI,PyData,71 ,8:04
41,Itamar Turner-Trauring - Optimize first- parallelize second: a better path to faster data processing ,https://youtu.be/_wQkAXsfP-o,PyData,105 ,25:45
42,Patrick Deziel &amp; Prema Roman - Reconceptualizing Machine Learning for the Real-time World ,https://youtu.be/exaNWuIuqec,PyData,2000,25:45
43,Do we really need to use every single transformer layer? ,https://youtu.be/JTjKoncSoMg,Tunadorable,1000,17:35
44,How to use LLMs for Fact Checking ,https://youtu.be/5QFqvTr8zSM,Trelis Research,4000,17:35
45,NEW CORE of AI Agents (MIT- Stanford) ,https://youtu.be/tFuiQKUHcdY,code_your_own_AI,214 ,29:58
46,Jina-ColBERT-v2 : A General-Purpose Multilingual Late Interaction Retriever ,https://youtu.be/I7HE_MyVzf4,Fahd Mirza,526 ,29:58
47,815: Polars: Faster DataFrame Ops — with Marco Gorelli ,https://youtu.be/NtYr4nfndDM,Super Data Science: ML &amp; AI Podcast with Jon Krohn,3100,28:30
48,NEW: AI Agents That Design Themselves w/ ADAS ,https://youtu.be/3vJCGI7NnyE,code_your_own_AI,1000,28:30
49,CONTEXT CACHING for Faster and Cheaper Inference ,https://youtu.be/eFJ4y9cz2aI,Trelis Research,214 ,28:09
50,Visualize - Bringing Structure to Unstructured Data // Markus Stoll // MLOps Podcast #258 ,https://youtu.be/YeAAUghx_Xs,MLOps.community,351 ,28:09
51,Hyukjin Kwon - Demystifying pandas with PySpark when scaling out | PyData Vermont 2024 ,https://youtu.be/HN8o4D7UjAE,PyData,165 ,29:40
52,Multimodal RAG with Milvus and GPT-4o ,https://youtu.be/Ff78Y6FXIkw,Zilliz,324 ,29:40
53,Segment Anything Model 2 +Building XR Applications +Code-Savvy Assistants +Multi-Modal RAG Embedding ,https://youtu.be/AImwkZYbUvE,Generative AI on AWS,3700,1:28:30
54,The CORE IDEA of AI Agents Explained ,https://youtu.be/8W5kF-Eydhc,code_your_own_AI,69 ,1:28:30
55,Modularity in Transformers: Investigating Neuron Separability &amp; Specialization ,https://youtu.be/xdAKa8jFx3g,Arxiv Papers,109 ,1:22:15
56,Smaller- Weaker- Yet Better: Training LLM Reasoners via Compute-Optimal Sampling ,https://youtu.be/pqYWtw9jlWw,Arxiv Papers,1400,1:22:15
57,KN-RAG: A Novel Approach ,https://youtu.be/m4Ivtn-ks4E,Zhixiao Wang,323 ,46:21
58,Production-Ready Optimization Strategies for RAG ,https://youtu.be/fgXaVVDNq6A,AI Makerspace,1700,46:21
59,Frustrated with Ambiguous User Queries? You Can't Miss Query Expansion! (Step-,https://youtu.be/DNhV6WcOVeM,TwoSetAI,892 ,1:29:40
60,The Mamba in the Llama: Distilling and Accelerating Hybrid Models ,https://youtu.be/8DWD7hv-aL0,Sasha Rush 🤗,459 ,1:29:40
61,DSPy: Advanced Agents? ,https://youtu.be/A5ff8hu1amM,AI Makerspace,27000,1:30:16
62,LitServe - LLM Serving Inference Engine - Install and Test Locally ,https://youtu.be/i71LCDU5EUo,Fahd Mirza,63000,1:30:16
63,The ONLY Cursor AI Tutorial you need 💥 Learn Cursor Coding in 20 Mins 💥 ,https://youtu.be/3FvlqYX_E-Y,1littlecoder,58 ,1:23:26
64,Stanford CS229 I Machine Learning I Building Large Language Models (LLMs) ,https://youtu.be/2Wn0_mz0X4g,Stanford Online,207 ,1:23:26
65,Power Scheduler: A Batch Size and Token Number Agnostic Learning Rate Scheduler ,https://youtu.be/9vM4p9NN0Ts,Arxiv Papers,4300,57:36
66,Exploring Long Context Language Models // MLOps Reading Group August 2024 ,https://youtu.be/RaR7rr_bN0A,MLOps.community,2100,57:36
67,Anthropic's Big SECRET REVEALED 💥Claude Sonnet System Prompt!! 💥 ,https://youtu.be/ZD4-QhJqr34,1littlecoder,46 ,39:34
68,Making some embedding vectors functions of each other ,https://youtu.be/oiaGCbmCmzY,Tunadorable,56 ,39:34
69,FERRET: Faster and Effective Automated Red Teaming withReward-Based Scoring Technique ,https://youtu.be/WGhcxQeOGbE,Arxiv Papers,102 ,44:06
70,SLM Meets LLM: Balancing Latency- Interpretability and Consistency in Hallucination Detection ,https://youtu.be/isL2UNH65Ws,Arxiv Papers,99 ,44:06
71,SimCSE - Unsupervised Sentence Embeddings ,https://youtu.be/G_3TL6X46rg,TechViz - The Data Science Guy,1900,26:54
72,How to iteratively build robust and reliable Generative AI systems : Part 2 ,https://youtu.be/PUpmRHtuc2Y,Aritra Sen,49 ,26:54
73,The Mother of all Programming Languages Demos • Sean McDirmid • YOW! 2015 ,https://youtu.be/CVmxiPDdpj0,GOTO Conferences,38 ,14:16
74,FocusLLM: Scaling LLM's Context ,https://youtu.be/Jge8SYgq6yQ,Arxiv Papers,78000,14:16
75,TableBench: A Comprehensive and Complex Benchmark for Table Question Answering ,https://youtu.be/om7A8GMJZsw,Arxiv Papers,259 ,13:48
76,The Key Equation Behind Probability ,https://youtu.be/pSIHlPqACR0,Artem Kirsanov,67 ,13:48
77,How to iteratively build robust and reliable Generative AI systems : Part 1 ,https://youtu.be/KHVR587oW8I,Aritra Sen,110 ,56:52
78,Show-o: One Single Transformer to Unify Multimodal Understanding and Generation ,https://youtu.be/oqdMp3xG3Ew,Arxiv Papers,174 ,56:52
79,Better Agents with LlamaIndex Workflows ,https://youtu.be/PkOEVDx6X7c,AI Makerspace,1900,27:19
80,What is a Masked Language Model (MLM) ? ,https://youtu.be/6imZsF8RKt4,TechViz - The Data Science Guy,81 ,27:19
81,LLM Pruning and Distillation in Practice: The Minitron Approach ,https://youtu.be/1hk_PuczseA,Arxiv Papers,91000,30:46
82,Complete @LangChain Essential in 1 shot | LangChain Core | LangServe | LangGraph | LangSmith | Agent ,https://youtu.be/ourFXhqIXjc,Sunny Savita,5500,30:46
83,Recurrent Neural Networks Learn to Store and Generate Sequences using Non-Linear Representations ,https://youtu.be/6GnsndNL5u4,Arxiv Papers,16000,30:11
84,Inside GPT – Large Language Models Demystified • Alan Smith • GOTO 2024 ,https://youtu.be/cBK7EMukEeI,GOTO Conferences,112 ,30:11
85,10x Development: LLMs For the working Programmer - Manuel Odendahl ,https://youtu.be/MznD2DzlQCc,AI Engineer,7500,21:43
86,The BEST Mental Model for Optimizing Your LLMs - Part 2 ,https://youtu.be/zwItokY087U,TwoSetAI,170 ,21:43
87,Transformers to SSMs: Distilling Quadratic Knowledge to Subquadratic Models ,https://youtu.be/zwItokY087U,Arxiv Papers,334 ,40:40
88,The Hidden Cost of Embeddings in RAG and how to Fix it ,https://youtu.be/NmXFRQhrVF4,Prompt Engineering,180 ,40:40
89,Nina van Diermen - BERTopic to accelerate Ukrainian aid ,https://youtu.be/0dvF0R0hCh0,PyData,273 ,34:15
90,Ennia Suijkerbuijk - Evaluating LLM Frameworks ,https://youtu.be/Ra8n_9wnHFs,PyData,4600,34:15
91,Sanne van den Bogaart - Explainable AI in the LIME-light ,https://youtu.be/WAucmqgLFBw,PyData,573 ,5:51
92,Ferdinand Schenck - 🌳 The taller the tree- the harder the fall. Determining tree height from space.. ,https://youtu.be/HHSp4vN4IpU,PyData,8100,5:51
93,Vincent D. Warmerdam - Scikit-Learn can do THAT?! ,https://youtu.be/9Hckg9gsBYs,PyData,560 ,1:24:33
94,811: Scaling Data Science Teams Effectively — with Nick Elprin ,https://youtu.be/7GU95sic2Y4,Super Data Science: ML &amp; AI Podcast with Jon Krohn,646 ,1:24:33
95,CrewAI August Update: Planning Steps- Training- and Advanced Features Explained ,https://youtu.be/es_8_iT-oQk,Sam Witteveen,560 ,35:24
96,Design and Development Principles for LLMOps // Andy McMahon // MLOps Podcast #254 ,https://youtu.be/PUC1yzPv4nk,MLOps.community,417 ,35:24
97,Sam Aaron - Sonic Pi - Live Coding as a tool for next-gen education. ,https://youtu.be/uGj4REGFp3A,PyData,2400,35:26
98,Multi-Modal RAG - Segment Anything Model v2- ImageBind- Embeddings- Fine-Tuning ,https://youtu.be/LHEKLqpI2VY,Generative AI on AWS,2300,35:26
99,Add multi-channel communication in your RAG app ,https://youtu.be/eCZaqKTwtvQ,Microsoft Reactor,589 ,50:39
100,Cut AI Costs with Smart LLM Routing ,https://youtu.be/hALjJVuFy2Y,Mervin Praison,73 ,50:39
101,Building a multi-strategy RAG workflow with reflection in LlamaIndex ,https://youtu.be/xnmok9Al7iA,LlamaIndex,73 ,23:01
102,Improving GraphRAG using LangGraph ,https://youtu.be/m5Ro5jQqf0M,Data Science in your pocket,466 ,23:01
