,title,link,channel,views,length
0,863: TabPFN: Deep Learning for Tabular Data (That Actually Works!) — with Prof. Frank Hutter ,https://youtu.be/BAYsT0wxP90,Super Data Science: ML &amp; AI Podcast with Jon Krohn,52 ,1:01:10
1,How AI Companies Optimize Their Prompts  |  200% Accuracy Boost !! ,https://youtu.be/zfGVWaEmbyU,MG,13 ,1:01:10
2,#10 - Search Parallelization: Top-Down (CMU Optimize!) ,https://youtu.be/joc82ibs4Xo,CMU Database Group,28 ,22:29
3,Keys- Queries- and Values: The celestial mechanics of attention ,https://youtu.be/RFdb2rKAqFw,Serrano.Academy,167 ,22:29
4,INSANE NEW TTS: Recurrent Depth (New Transformer) ,https://youtu.be/uqCoR_1jZPI,Discover AI,681 ,1:11:32
5,How to Train LLMs to &quot;Think&quot; (o1 &amp; DeepSeek-R1) ,https://youtu.be/RveLjcNl0ds,Shaw Talebi,1500,1:11:32
6,5 Ways To Improve Any Function in Python ,https://youtu.be/7m_jcy_CR7w,Indently,8600,51:57
7,Deepseek R1 Rewards EXPLAINED: A Complete Breakdown ,https://youtu.be/oh7KraROAMs,Chris Hay,1000,51:57
8,Building AI That Remembers You ,https://youtu.be/VgttOIWfoeo,MLOps.community,252 ,53:35
9,SFT vs GRPO ,https://youtu.be/CsqYlV8X8og,Trelis Research,1000,53:35
10,FNet: Replacing Tokens With Fourier Waves ,https://youtu.be/5G7EluG2QY8,Richard Aragon,360 ,33:18
11,LangGraph Multi-Agent Supervisor - build high level Agents FAST ,https://youtu.be/WWcDnUCT52Q,Coding Crash Courses,837 ,33:18
12,OmniParser V2 + OmniTool Autonomous Agents! (Local Test &amp; Install Guide!) ,https://youtu.be/ofM0ZoK5V1g,Bijan Bowen,4400,11:37
13,Deep Research: 3 Mistakes That Sabotage Your Result ,https://youtu.be/q-Io3IuDcz0,Discover AI,2800,11:37
14,The NEXT Deepseek?  Meet StepFun AI from China! ,https://youtu.be/cICLROHIWUI,1littlecoder,8200,44:38
15,Knowledge Graphs Won't Fix Bad Data; Start With Metadata ,https://youtu.be/432V0XIrPFo,How AI Is Built,427 ,44:38
16,How to Properly Leverage AI for Research (Using AI for Writing 1/3) ,https://youtu.be/7Ft6BIlZAGM,What's AI by Louis-François Bouchard,7200,19:35
17,9 DeepSeek AGENTS Augment Knowledge Graph (KARMA) ,https://youtu.be/wAioL-E5SAQ,Discover AI,1400,19:35
18,Optimizing LLMs in Insurance with DSPy: Jeronim Morina ,https://youtu.be/IAdZxqjZ45U,AI Engineer,44000,55:15
19,Programming with LLM Agents in 2025 ,https://youtu.be/WKF__cJTxvg,sentdex,282 ,55:15
20,The Battle for AI: Robustness vs Privacy ,https://youtu.be/RHqHYw24pdI,MLOps.community,1200,6:37
21,Large Language Models for Text Clustering and Topic Modeling ,https://youtu.be/SpKpqSFEfWU,Vizuara,754 ,6:37
22,Semantic Clustering of Text using pre-trained HuggingFace models! ,https://youtu.be/D9Siq8PEX4k,Luke Ditria,92 ,10:06
23,Text Clustering Made Simple (AI Embeddings and Python) ,https://youtu.be/gqjF_NliO7E,Nodematic Tutorials,2700,10:06
24,Exploring News Headlines With Text Clustering | Jay Alammar ,https://youtu.be/23qfPq0m7XA,Cohere,2300,38:05
25,Text Embeddings and Clustering with Graphext ,https://youtu.be/84G8_iEGzFQ,Graphext,13000,38:05
26,Clustering with Bert Embeddings ,https://youtu.be/Kc9gN_gODvQ,Deepak John Reji,190 ,18:18
27,Evolving Workflow Orchestration ,https://youtu.be/u5y9HF52oVk,MLOps.community,122 ,18:18
28,flash attention Triton kernel - Live 2025.2.13 ,https://youtu.be/ExtkwQAkipM,Tunadorable,151 ,8:30
29,Introduction to RAG and AI Search - Day 2: Key Insights on RAG and Search Systems ,https://youtu.be/Ei3HdbViwbo,SupportVectors,703 ,8:30
30,CMU Advanced NLP Spring 2025 (9): Fine-tuning ,https://youtu.be/3qW996uxgDA,Sean Welleck,2000,5:00
31,How to Build AI Agents That Actually Work (Just Code with examples) ,https://youtu.be/c1FbNK5PFIs,Tyler AI,4500,8:50
32,Improving RAG Retrieval ,https://youtu.be/v28Pu7hsJ0s,Adam Lucek,100 ,8:50
33,[Paper Reading] Agentic Retrieval-Augmented Generation: A Survey on Agentic RAG ,https://youtu.be/vZSHwna5x5k,SupportVectors,27000,18:43
