,title,link,channel,views,length
0,From idea to production in a day: Leveraging Azure ML and Streamlit to build and user test machine … ,https://youtu.be/56LFY0bVm4A,PyData,439 ,27:07
1,OOD-CHAMELEON: Is Algorithm Selection for OOD Generalization Learnable? ,https://youtu.be/K2qxlRnYIpQ,Arxiv Papers,36 ,27:07
2,OpenAI Canvas First Impressions: Will It Replace Your Coding Assistant? ,https://youtu.be/nOijnhuqL38,Prompt Engineering,6600,22:18
3,How to deploy a production ready genAI chatbot to query data &amp; enhance productivity | AWS ONAir S05 ,https://youtu.be/P13RQ_Bpwg0,AWS Events,84 ,22:18
4,How to discover- fine-tune- and deploy Llama 3.1 models with SageMaker JumpStart | AWS OnAir S05 ,https://youtu.be/_cR5uPUEUZ8,AWS Events,42 ,10:56
5,Safeguarding Privacy and Mitigating Vulnerabilities: Navigating Security Challenges in Generative AI ,https://youtu.be/jiPAbcZ2ftc,PyData,54 ,10:56
6,Build high-performance RAG using just PostgreSQL (Full Tutorial) ,https://youtu.be/hAdEuDBN57g,Dave Ebbelaar,4500,18:50
7,Test Time Compute- Part 2: Verifiers ,https://youtu.be/MvaUcc0mNOU,Trelis Research,299 ,18:50
8,LLMs Can't Plan- But Can Help Planning in LLM-Modulo Frameworks (NeUS Invited Talk) ,https://youtu.be/A93AQRijXBI,Subbarao Kambhampati,69 ,21:15
9,Making Your Company LLM-native // Francisco Ingham // MLOps Podcast #266 ,https://youtu.be/ey6OG3C8g1Y,MLOps.community,76 ,21:15
10,Were RNNs All We Needed? ,https://youtu.be/cK4e58Jr6-k,Arxiv Papers,12 ,29:53
11,How Contextual Retrieval Elevates Your RAG to the Next Level ,https://youtu.be/jQlxAozlJi4,TwoSetAI,3400,29:53
12,Not All LLM Reasoners Are Created Equal ,https://youtu.be/jQlxAozlJi4,Arxiv Papers,69 ,35:43
13,Automated Red Teaming with GOAT: the Generative Offensive Agent Tester ,https://youtu.be/0wepeAkMZGw,Arxiv Papers,71 ,35:43
14,Ben presents: Self-Consistency Improves Chain of Thought Reasoning in Language Models ,https://youtu.be/0wepeAkMZGw,nPlan,15 ,1:00:00
15,Building AI Agents is HARD—Here's How to Make it Easier ,https://youtu.be/iI59iiVId5g,Data Centric,2800,1:00:00
16,Boosting LLMs: Performance- Scaling- and Structured Outputs // MLOps Mini Summit #8 ,https://youtu.be/kp6h0iZ4rm8,MLOps.community,123 ,19:06
17,Topical Chunking - Advanced Chunking Strategy for RAG ,https://youtu.be/4akq4SKZxyk,TechViz - The Data Science Guy,75 ,19:06
18,SuperNova: Distillation of Llama 3.1 ,https://youtu.be/886hZl5Qp7g,AI Makerspace,301 ,56:14
19,Liquid LFM 40B:  The Next Frontier in Transformer AI Architecture ,https://youtu.be/lW2KxJIwhUY,Ai Flux,3800,56:14
20,The Shift in Data Dynamics // Shiva Bhattacharjee // MLOps Podcast #260 clip ,https://youtu.be/dCU5OxcUPFc,MLOps.community,60 ,16:20
21,OpenAI DevDay 2024 - What No One is Talking About! ,https://youtu.be/HFZCs_t51xQ,Prompt Engineering,6200,16:20
22,Getting started with ell-  &quot;Prompts are programs&quot; | replacing langchain ,https://youtu.be/BHgHpdLcJNM,Eoin Tolster,426 ,20:36
23,ell: A Powerful- Robust Framework for Prompt Engineering ,https://youtu.be/_1dS6ddf4uU,Ian Wootten,23000,20:36
24,Hacks to Make LLM Training Faster - Daniel Han- Unsloth AI ,https://youtu.be/HsVwe5kCSTY,PyTorch,243 ,9:51
25,Training MoEs at Scale with PyTorch - Mihir Patel &amp; Brian Chu- Databricks ,https://youtu.be/IQI5BZlVI3Y,PyTorch,16 ,9:51
26,Lightning Talk: LLMs on Edge with AI Accelerators - Chen Lai- Kimish Patel &amp; Cemal Bilgin- Meta ,https://youtu.be/PdtKkc5jB4g,PyTorch,71 ,13:54
27,vLLM: Easy- Fast- and Cheap LLM Serving for Everyone - Woosuk Kwon &amp; Xiaoxuan Liu- UC Berkeley ,https://youtu.be/1c56wxv00hI,PyTorch,154 ,13:54
28,Keynote: Navigating the Architectural Timeline of LLMs - Sebastian Raschka- Lightning AI ,https://youtu.be/8p8Pntnr3GU,PyTorch,111 ,47:57
29,LIQUID AI 40B (MIT): REAL Performance on Reasoning (My 5 Tests) ,https://youtu.be/9ih0EmcXRHE,Discover AI,4900,47:57
30,Unpacking 3 Types of Feature Stores // Simba Khadder // MLOps Podcast #265 ,https://youtu.be/frkAt-gZVjc,MLOps.community,105 ,59:45
31,Google Michelangelo - A New Framework for AI Reasoning ,https://youtu.be/M_v5f5Mvzxo,Fahd Mirza,356 ,59:45
32,Beyond the Tutorial: Building Agents with LlamaIndex &amp; Qdrant ,https://youtu.be/Z3NtwdhvtNg,Qdrant - Vector Database &amp; Search Engine,336 ,1:01:24
33,Do You Even Need Fine-Tuning? ,https://youtu.be/RoFVyvLUcu4,AI User Group,179 ,1:01:24
34,Ba,https://youtu.be/3mWIFsooibQ,Fahd Mirza,1200,5:49
35,What is GenAIOps and how it can help you build better genAI apps ,https://youtu.be/dYhR2k3rHQU,Microsoft Reactor,28 ,5:49
36,AI Beyond the Hype: Lessons from Cloud on Risk and Security ,https://youtu.be/CaDITH8M6SY,MLSecOps,1100,1:06:29
37,Build Better RAGs with Contextual Retrieval ,https://youtu.be/hkTJyWYUIVw,Venelin Valkov,434 ,1:06:29
38,EfficientML.ai Lecture 8 - Neural Architecture Search Part II (MIT 6.5940- Fall 2024) ,https://youtu.be/549DOz5MXMg,MIT HAN Lab,9000,19:06
39,How good is llama 3.2 REALLY? Ollama SLM &amp; LLM Prompt Ranking (Qwen- Phi- Gemini Flash) ,https://youtu.be/yOLdYoEo5Vc,IndyDevDan,143 ,19:06
40,Logic-of-Thought: Injecting Logic into Contexts for Full Reasoning in Large Language Models ,https://youtu.be/yOLdYoEo5Vc,Arxiv Papers,2100,2:30
41,Multi-Scale Insight Agents for Advanced AI Reasoning (Stanford) ,https://youtu.be/5ty12mNV4Sg,Discover AI,661 ,2:30
42,A Retrieval Augmented Generation system to query the scikit-learn documentation ,https://youtu.be/VC6QCEXERpU,PyData,4700,14:29
43,Real time RAG App using Llama 3.2 and Open Source Stack on CPU ,https://youtu.be/xtsHZ4cmmlQ,AI Anytime,246 ,14:29
44,Best small LLMs for local system ,https://youtu.be/6Zbx0Zi7ZW0,Data Science in your pocket,21000,7:19
45,Contextual Retrieval with Any LLM: A Step-,https://youtu.be/a1F_qOn11xc,Prompt Engineering,47 ,7:19
46,MIO: A Foundation Model on Multimodal Tokens ,https://youtu.be/7hnZ6SFnXXA,Arxiv Papers,115 ,15:04
47,Emu3: Next-Token Prediction is All You Need ,https://youtu.be/obSiT-y-uKU,Arxiv Papers,857 ,15:04
48,LangGraph 01: Syllabus Introduction of End to End LangGraph Course | LangChain #ai #genai #llm ,https://youtu.be/6efwN_US-zk,Sunny Savita,1000,7:58
49,LLM Fine Tuning - Explained! ,https://youtu.be/SAUQvgSuOW0,CodeEmporium,160 ,7:58
50,Mastering Isolation Forest with Python and Scikit-Learn ,https://youtu.be/vO3sEdNGibw,Ryan &amp; Matt Data Science,3100,18:53
51,Anthropic's new improved RAG: Explained (for all LLM) ,https://youtu.be/zcC8eK6grqw,Discover AI,536 ,18:53
52,Build an AI Document Inquiry Chat with Offline LLMs [PyCon DE &amp; PyData Berlin 2024] ,https://youtu.be/HcVtpLAGMXo,PyData,192 ,12:09
53,Integrating Knowledge Graphs &amp; Vector RAG for Efficient Information Extraction / Reading Grp Sept 12 ,https://youtu.be/e1AsKgztz4w,MLOps.community,1100,12:09
54,Test Time Compute- Part 1: Sampling and Chain of Thought ,https://youtu.be/qQrpq8DOW1I,Trelis Research,271 ,23:33
55,MoMa - Mixture of Modality-Aware Experts ,https://youtu.be/MIzPl3hB1nI,Fahd Mirza,35 ,23:33
56,MaskLLM: Learnable Semi-Structured Sparsity for Large Language Models ,https://youtu.be/FDsoLvKNok0,Arxiv Papers,640 ,15:25
57,Day 2 - MLflow &amp; DVC MLOps Tools Demo | MLOPs Production Ready Deep Learning Project ,https://youtu.be/qJoy8U27NPo,DSwithBappy,192 ,15:25
58,Mastering LLMs: The Future of SaaS in an AI-Driven World ,https://youtu.be/w6L3NR7YNAE,Prolego,172 ,15:32
59,Reinvent Yourself and Be Curious // Stefano Bosisio // MLOps Podcast #264 ,https://youtu.be/_ZO3aFAOdXE,MLOps.community,3400,15:32
60,Turns out LLMs don't memorize that much ,https://youtu.be/Yf98T9wpqcU,Tunadorable,670 ,1:05:42
61,RAG for a medical company: the technical and product challenges [PyCon DE &amp; PyData Berlin 2024] ,https://youtu.be/I6ovkeFZKJE,PyData,269 ,1:05:42
62,The Future of RAG is Data Singularity ,https://youtu.be/h-WGL-57OfU,AI User Group,931 ,5:29
63,Day 1 - Project Introduction &amp; Setup | MLOPs Production Ready Deep Learning Project ,https://youtu.be/Dij_3hwpMx8,DSwithBappy,4200,5:29
64,NotebookLM now supports chatting with YouTube videos ,https://youtu.be/InyinN_hHhA,Elvis Saravia,61 ,54:07
65,Transforming API Output Quality with Assertions // Vikram Rangnekar // MLOps Podcast #259 clip ,https://youtu.be/gABTsYC1SEg,MLOps.community,61 ,54:07
66,Essential Practices for Generative AI Security and Beyond ,https://youtu.be/oLQQfL3pUDc,MLSecOps,71 ,26:34
67,Watch Your Steps: Observable and Modular Chains of Thought ,https://youtu.be/j4IxM3_g2Jc,Arxiv Papers,165 ,26:34
68,RAPTOR: Recursive Abstractive Processing for Tree-Organized Retrieval (Paper Summary) ,https://youtu.be/1M31coNvPwA,TechViz - The Data Science Guy,188 ,11:10
69,VectorVelocity - A Tool to Compare AI Models Inference Speeds - Install Locally ,https://youtu.be/DBepvfZSfX0,Fahd Mirza,345 ,11:10
70,Matt and Ryan have a chat ,https://youtu.be/kl91_1_lNiY,Matt Williams,1200,9:30
71,NEW ,https://youtu.be/bg0WX7Ewe6I,Discover AI,66000,41:07
72,End-to-End Machine Learning Project –&nbsp;AI- MLOps ,https://youtu.be/pFP-j651S1A,freeCodeCamp.org,84 ,41:07
73,AI For Developers #18 ,https://youtu.be/CzjeJhTSzto,AI User Group,272 ,20:46
74,Flow Judge - Best LLM as Judge On Custom Criteria - Install Locally ,https://youtu.be/7PAmcNFNXvU,Fahd Mirza,7600,20:46
75,Everything you need to know about Fine-tuning and Merging LLMs: Maxime Labonne ,https://youtu.be/o6vbe5G7xNo,AI Engineer,396 ,1:16:20
76,How to embrace your Leadership role as a Data Nerd (or other creative types) ,https://youtu.be/c-zQhAmGp_k,PyData,1300,1:16:20
77,Distillation of Transformer Models ,https://youtu.be/mNFgGS7U6V4,Trelis Research,154 ,24:12
78,Global Feature Store // Gottam Sai Bharath &amp; Cole Bailey // MLOps Podcast #263 ,https://youtu.be/uLrOI65XbDw,MLOps.community,183 ,24:12
79,The 4 Essential Technical Skills for Data Scientists ,https://youtu.be/iQ3bDVmIR6A,Super Data Science: ML &amp; AI Podcast with Jon Krohn,24000,16:23
80,Agentic RAG Explained - Build Your Own AI Agent System from scratch! (Step-,https://youtu.be/tf60owmwR-c,TwoSetAI,12000,16:23
81,MultiModal Llama 3.2 has ARRIVED!!! ,https://youtu.be/c9L8vAvCUyA,1littlecoder,28 ,32:06
82,Inneke presents: LLMOps Pipeline for Seamless Migration from Service LLMs to Small-Scale Local LLMs ,https://youtu.be/_XTkOe_cdp0,nPlan,14000,32:06
83,Contextual RAG is stupidly brilliant! ,https://youtu.be/LzG_Vkd30Kg,1littlecoder,5300,29:35
84,Code Generation in 2024: How AI Will Take Your Job…to the Next Level! • Julien Dubois • GOTO 2024 ,https://youtu.be/UgrVAkxEC7U,GOTO Conferences,2200,29:35
85,LLM Mastery in 30 Days: Day 0 Prerequisites Part1- NLP Basics to ML For NLP ,https://youtu.be/26XT9JtWgAk,Neural Hacks with Vasanth,1800,29:33
86,RAG - Explained! ,https://youtu.be/42Da0O9zkhc,CodeEmporium,4200,29:33
87,Why Chain-of-Thought Isn't Enough &amp; Google's SCoRe Method Explained ,https://youtu.be/tn6nkZP1iSY,Discover AI,2500,5:05
88,LLM Scientific Reasoning: How to Make AI Capable of Nobel Prize Discoveries: Hubert Misztela ,https://youtu.be/-hzrieqPYI4,AI Engineer,54000,5:05
